FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2014,2017,2021,2022
A,Annual,LAC,Latin America & Caribbean (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,40.08,42.68,60.66,
A,Annual,LAC,Latin America & Caribbean (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,46.31,47.76,69.47,
A,Annual,LAC,Latin America & Caribbean (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,43.09,45.1,65.08,
A,Annual,LAO,Lao PDR,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,14.72,20.22,
A,Annual,LAO,Lao PDR,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,11.91,22.34,
A,Annual,LAO,Lao PDR,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,13.35,21.25,
A,Annual,LBN,Lebanon,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,20.94,23.95,11.19,
A,Annual,LBN,Lebanon,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,46.51,42.29,16.73,
A,Annual,LBN,Lebanon,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,33.08,33.09,14.02,
A,Annual,LBR,Liberia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,21.8,39.15,
A,Annual,LBR,Liberia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,33.76,53.27,
A,Annual,LBR,Liberia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,27.63,46.08,
A,Annual,LBY,Libya,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,26.15,,
A,Annual,LBY,Libya,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,36.58,,
A,Annual,LBY,Libya,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,31.85,,
A,Annual,LCN,Latin America & Caribbean,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,40.49,43.39,61.78,
A,Annual,LCN,Latin America & Caribbean,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,46.9,48.62,70.05,
A,Annual,LCN,Latin America & Caribbean,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,43.59,45.88,65.91,
A,Annual,LIC,Low income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,10.05,17.84,31.22,
A,Annual,LIC,Low income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,14.89,27.26,39.95,
A,Annual,LIC,Low income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,12.45,22.47,35.41,
A,Annual,LKA,Sri Lanka,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,23.57,44.2,47.51,
A,Annual,LKA,Sri Lanka,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,27.11,50.66,63.21,
A,Annual,LKA,Sri Lanka,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,25.24,47.16,55.06,
A,Annual,LMC,Lower middle income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,18.77,25.35,32.33,
A,Annual,LMC,Lower middle income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,28.9,36.33,44.14,
A,Annual,LMC,Lower middle income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,23.85,30.81,38.27,
A,Annual,LMY,Low & middle income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,31.0,39.22,52.24,
A,Annual,LMY,Low & middle income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,38.2,48.16,61.24,
A,Annual,LMY,Low & middle income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,34.59,43.64,56.81,
A,Annual,LSO,Lesotho,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,40.35,,58.15
A,Annual,LSO,Lesotho,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,35.1,,59.06
A,Annual,LSO,Lesotho,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,37.81,,58.58
A,Annual,LTU,Lithuania,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,72.16,76.08,88.13,
A,Annual,LTU,Lithuania,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,73.62,79.42,93.65,
A,Annual,LTU,Lithuania,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,72.82,77.6,90.76,
A,Annual,LUX,Luxembourg,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,94.75,98.18,,
A,Annual,LUX,Luxembourg,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,92.04,98.44,,
A,Annual,LUX,Luxembourg,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,93.41,98.31,,
A,Annual,LVA,Latvia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,86.49,92.15,95.84,
A,Annual,LVA,Latvia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,87.98,89.37,94.76,
A,Annual,LVA,Latvia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,87.16,90.92,95.35,
A,Annual,MAR,Morocco,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,8.32,21.32,
A,Annual,MAR,Morocco,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,25.81,39.22,
A,Annual,MAR,Morocco,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,16.71,30.3,
A,Annual,MDA,Moldova,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,16.04,40.33,59.6,
A,Annual,MDA,Moldova,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,14.34,40.43,59.93,
A,Annual,MDA,Moldova,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,15.23,40.38,59.76,
A,Annual,MDG,Madagascar,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,4.91,13.85,,22.0
A,Annual,MDG,Madagascar,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,5.99,16.39,,25.96
A,Annual,MDG,Madagascar,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,5.43,15.04,,23.89
A,Annual,MDV,Maldives,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,61.08,,
A,Annual,MDV,Maldives,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,75.27,,
A,Annual,MDV,Maldives,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,67.83,,
A,Annual,MEA,Middle East and North Africa,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,29.11,38.26,
A,Annual,MEA,Middle East and North Africa,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,46.04,52.64,
A,Annual,MEA,Middle East and North Africa,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,37.66,45.74,
A,Annual,MEX,Mexico,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,34.3,28.15,,38.51
A,Annual,MEX,Mexico,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,34.81,35.84,,49.71
A,Annual,MEX,Mexico,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,34.55,31.74,,43.86
A,Annual,MIC,Middle income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,32.31,40.51,52.92,
A,Annual,MIC,Middle income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,39.65,49.4,61.85,
A,Annual,MIC,Middle income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,35.97,44.91,57.46,
A,Annual,MKD,North Macedonia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,44.9,61.29,68.56,
A,Annual,MKD,North Macedonia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,62.82,70.44,80.02,
A,Annual,MKD,North Macedonia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,53.76,65.8,74.32,
A,Annual,MLI,Mali,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,12.08,23.65,36.69,
A,Annual,MLI,Mali,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,18.41,38.54,39.66,
A,Annual,MLI,Mali,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,15.2,30.97,38.14,
A,Annual,MLT,Malta,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,74.35,85.77,88.95,
A,Annual,MLT,Malta,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,84.95,92.0,92.51,
A,Annual,MLT,Malta,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,79.47,88.83,90.73,
A,Annual,MMR,Myanmar,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,4.18,7.44,36.66,
A,Annual,MMR,Myanmar,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,4.46,8.02,43.33,
A,Annual,MMR,Myanmar,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,4.32,7.71,39.91,
A,Annual,MNA,Middle East & North Africa (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,26.31,33.71,
A,Annual,MNA,Middle East & North Africa (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,40.5,46.59,
A,Annual,MNA,Middle East & North Africa (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,33.27,40.22,
A,Annual,MNE,Montenegro,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,41.69,58.45,,
A,Annual,MNE,Montenegro,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,46.23,61.2,,
A,Annual,MNE,Montenegro,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,43.87,59.79,,
A,Annual,MNG,Mongolia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,73.93,87.48,98.59,
A,Annual,MNG,Mongolia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,70.43,82.86,96.1,
A,Annual,MNG,Mongolia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,72.27,85.27,97.41,
A,Annual,MOZ,Mozambique,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,26.85,31.47,
A,Annual,MOZ,Mozambique,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,41.86,53.88,
A,Annual,MOZ,Mozambique,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,34.11,42.32,
A,Annual,MRT,Mauritania,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,17.31,10.89,,12.79
A,Annual,MRT,Mauritania,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,20.68,20.52,,27.82
A,Annual,MRT,Mauritania,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,18.95,15.69,,19.92
A,Annual,MUS,Mauritius,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,42.93,60.31,75.09,
A,Annual,MUS,Mauritius,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,64.25,77.12,85.55,
A,Annual,MUS,Mauritius,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,53.2,68.51,80.11,
A,Annual,MWI,Malawi,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,7.58,24.68,35.68,
A,Annual,MWI,Malawi,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,15.53,30.82,45.42,
A,Annual,MWI,Malawi,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,11.44,27.61,40.31,
A,Annual,MYS,Malaysia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,56.08,64.22,75.87,
A,Annual,MYS,Malaysia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,68.5,75.99,82.71,
A,Annual,MYS,Malaysia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,62.6,70.42,79.3,
A,Annual,NAC,North America,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,94.15,91.52,95.98,
A,Annual,NAC,North America,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,90.88,92.1,91.06,
A,Annual,NAC,North America,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,92.52,91.81,93.54,
A,Annual,NAM,Namibia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,40.58,70.64,64.34,
A,Annual,NAM,Namibia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,49.89,72.31,68.7,
A,Annual,NAM,Namibia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,45.0,71.42,66.37,
A,Annual,NER,Niger,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,3.71,8.16,,7.74
A,Annual,NER,Niger,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,8.07,17.69,,11.5
A,Annual,NER,Niger,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,5.91,13.03,,9.59
A,Annual,NGA,Nigeria,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,26.49,20.82,22.64,
A,Annual,NGA,Nigeria,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,47.05,38.03,44.61,
A,Annual,NGA,Nigeria,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,37.02,29.66,33.74,
A,Annual,NIC,Nicaragua,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,10.24,18.28,18.79,
A,Annual,NIC,Nicaragua,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,18.36,31.38,24.21,
A,Annual,NIC,Nicaragua,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,14.19,24.57,21.37,
A,Annual,NLD,Netherlands,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,97.5,97.38,98.8,
A,Annual,NLD,Netherlands,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,98.21,97.94,98.77,
A,Annual,NLD,Netherlands,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,97.85,97.66,98.79,
A,Annual,NOR,Norway,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,99.24,100.0,100.0,
A,Annual,NOR,Norway,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,99.36,98.19,98.98,
A,Annual,NOR,Norway,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,99.3,99.09,99.48,
A,Annual,NPL,Nepal,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,7.7,13.14,22.91,
A,Annual,NPL,Nepal,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,12.36,20.15,34.95,
A,Annual,NPL,Nepal,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,9.86,16.31,28.58,
A,Annual,NZL,New Zealand,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,98.74,98.52,98.83,
A,Annual,NZL,New Zealand,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,97.06,95.96,96.3,
A,Annual,NZL,New Zealand,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,97.95,97.32,97.6,
A,Annual,OED,OECD members,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,88.85,91.27,96.22,
A,Annual,OED,OECD members,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,89.44,92.57,95.06,
A,Annual,OED,OECD members,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,89.14,91.9,95.65,
A,Annual,PAK,Pakistan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,3.91,5.34,11.35,
A,Annual,PAK,Pakistan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,14.83,29.22,23.65,
A,Annual,PAK,Pakistan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,9.45,17.69,17.62,
A,Annual,PAN,Panama,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,29.94,30.03,36.98,
