FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2014,2017,2021,2022
A,Annual,DZA,Algeria,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,36.73,32.32,44.27,
A,Annual,DZA,Algeria,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,27.82,25.98,33.74,
A,Annual,EAP,East Asia & Pacific (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,40.89,54.48,74.21,
A,Annual,EAP,East Asia & Pacific (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,44.65,60.18,77.85,
A,Annual,EAP,East Asia & Pacific (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,42.78,57.32,76.1,
A,Annual,EAS,East Asia & Pacific,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,46.46,59.03,76.83,
A,Annual,EAS,East Asia & Pacific,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,49.16,63.59,79.92,
A,Annual,EAS,East Asia & Pacific,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,47.81,61.29,78.42,
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,47.5,57.39,70.73,
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,50.89,63.38,77.27,
A,Annual,ECA,Europe & Central Asia (excluding high income),WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,49.07,60.17,73.83,
A,Annual,ECS,Europe & Central Asia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,68.49,75.65,85.45,
A,Annual,ECS,Europe & Central Asia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,73.26,80.28,89.17,
A,Annual,ECS,Europe & Central Asia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,70.75,77.85,87.25,
A,Annual,ECU,Ecuador,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,16.8,23.86,40.39,
A,Annual,ECU,Ecuador,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,32.91,39.56,53.61,
A,Annual,ECU,Ecuador,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,24.66,31.56,46.9,
A,Annual,EGY,"Egypt, Arab Rep.",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,3.99,16.78,16.19,
A,Annual,EGY,"Egypt, Arab Rep.",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,12.1,28.97,24.06,
A,Annual,EGY,"Egypt, Arab Rep.",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,8.12,22.83,20.2,
A,Annual,EMU,Euro area,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,86.36,90.97,97.01,
A,Annual,EMU,Euro area,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,90.5,94.04,97.88,
A,Annual,EMU,Euro area,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,88.37,92.45,97.44,
A,Annual,ESP,Spain,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,93.8,87.19,96.16,
A,Annual,ESP,Spain,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,94.61,93.81,98.9,
A,Annual,ESP,Spain,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,94.2,90.49,97.53,
A,Annual,EST,Estonia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,96.43,97.52,99.4,
A,Annual,EST,Estonia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,95.79,95.88,97.78,
A,Annual,EST,Estonia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,96.14,96.76,98.65,
A,Annual,ETH,Ethiopia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,6.8,8.16,,15.41
A,Annual,ETH,Ethiopia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,4.43,15.86,,24.28
A,Annual,ETH,Ethiopia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,5.65,11.89,,19.72
A,Annual,FIN,Finland,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,98.34,97.55,98.51,
A,Annual,FIN,Finland,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,98.72,99.12,98.44,
A,Annual,FIN,Finland,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,98.52,98.3,98.47,
A,Annual,FRA,France,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,91.42,90.07,99.12,
A,Annual,FRA,France,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,93.73,94.51,97.72,
A,Annual,FRA,France,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,92.53,92.19,98.45,
A,Annual,GAB,Gabon,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,22.65,49.09,61.03,
A,Annual,GAB,Gabon,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,24.1,59.21,70.56,
A,Annual,GAB,Gabon,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,23.36,54.0,65.52,
A,Annual,GBR,United Kingdom,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,96.42,95.07,99.28,
A,Annual,GBR,United Kingdom,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,97.85,96.16,99.05,
A,Annual,GBR,United Kingdom,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,97.12,95.61,99.17,
A,Annual,GEO,Georgia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,20.32,54.88,63.97,
A,Annual,GEO,Georgia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,27.33,50.74,60.09,
A,Annual,GEO,Georgia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,23.58,52.95,62.17,
A,Annual,GHA,Ghana,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,22.79,43.98,59.43,
A,Annual,GHA,Ghana,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,28.51,55.06,72.03,
A,Annual,GHA,Ghana,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,25.6,49.47,65.57,
A,Annual,GIN,Guinea,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,3.42,16.55,21.48,
A,Annual,GIN,Guinea,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,8.62,23.91,33.85,
A,Annual,GIN,Guinea,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,6.02,20.25,27.65,
A,Annual,GMB,"Gambia, The",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,15.03,,16.32
A,Annual,GMB,"Gambia, The",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,22.99,,28.93
A,Annual,GMB,"Gambia, The",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,18.84,,22.37
A,Annual,GRC,Greece,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,57.26,71.11,88.4,
A,Annual,GRC,Greece,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,64.95,76.53,94.37,
A,Annual,GRC,Greece,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,60.99,73.74,91.4,
A,Annual,GTM,Guatemala,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,23.87,31.68,,22.66
A,Annual,GTM,Guatemala,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,34.68,35.05,,29.58
A,Annual,GTM,Guatemala,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,28.98,33.27,,25.92
A,Annual,HIC,High income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,87.1,89.67,95.0,
A,Annual,HIC,High income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,88.07,91.33,94.2,
A,Annual,HIC,High income,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,87.58,90.48,94.6,
A,Annual,HKG,"Hong Kong SAR, China",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,85.12,83.48,91.61,
A,Annual,HKG,"Hong Kong SAR, China",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,85.32,85.77,94.18,
A,Annual,HKG,"Hong Kong SAR, China",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,85.21,84.51,92.77,
A,Annual,HND,Honduras,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,19.98,31.83,23.57,
A,Annual,HND,Honduras,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,26.33,43.19,41.24,
A,Annual,HND,Honduras,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,23.1,37.2,31.64,
A,Annual,HRV,Croatia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,74.48,79.11,84.67,
A,Annual,HRV,Croatia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,77.8,87.44,89.87,
A,Annual,HRV,Croatia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,76.08,83.13,87.08,
A,Annual,HTI,Haiti,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,10.28,25.37,,
A,Annual,HTI,Haiti,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,15.13,29.81,,
A,Annual,HTI,Haiti,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,12.67,27.52,,
A,Annual,HUN,Hungary,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,65.32,68.96,84.58,
A,Annual,HUN,Hungary,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,68.64,74.35,88.39,
A,Annual,HUN,Hungary,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,66.87,71.46,86.37,
A,Annual,IDN,Indonesia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,24.16,35.49,38.7,
A,Annual,IDN,Indonesia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,22.45,33.69,35.6,
A,Annual,IDN,Indonesia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,23.31,34.61,37.19,
A,Annual,IND,India,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,14.19,22.44,27.98,
A,Annual,IND,India,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,29.98,34.75,41.42,
A,Annual,IND,India,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,22.24,28.69,34.93,
A,Annual,IRL,Ireland,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,87.57,93.42,98.47,
A,Annual,IRL,Ireland,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,91.98,93.66,97.95,
A,Annual,IRL,Ireland,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,89.76,93.53,98.22,
A,Annual,IRN,"Iran, Islamic Rep.",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,81.18,84.52,76.98,
A,Annual,IRN,"Iran, Islamic Rep.",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,92.18,95.23,91.92,
A,Annual,IRN,"Iran, Islamic Rep.",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,86.73,89.77,84.49,
A,Annual,IRQ,Iraq,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,1.59,15.45,11.37,
A,Annual,IRQ,Iraq,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,6.79,22.66,17.09,
A,Annual,IRQ,Iraq,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,4.17,19.06,14.24,
A,Annual,ISL,Iceland,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,,100.0,
A,Annual,ISL,Iceland,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,,99.75,
A,Annual,ISL,Iceland,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,,,99.87,
A,Annual,ISR,Israel,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,85.8,91.83,90.07,
A,Annual,ISR,Israel,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,87.62,89.83,92.3,
A,Annual,ISR,Israel,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,86.69,90.85,91.16,
A,Annual,ITA,Italy,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,64.61,87.36,95.15,
A,Annual,ITA,Italy,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,82.6,92.17,96.36,
A,Annual,ITA,Italy,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,73.24,89.66,95.78,
A,Annual,JAM,Jamaica,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,44.79,,45.64,
A,Annual,JAM,Jamaica,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,50.2,,53.83,
A,Annual,JAM,Jamaica,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,47.41,,49.67,
A,Annual,JOR,Jordan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,7.66,20.24,24.19,
A,Annual,JOR,Jordan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,18.73,43.2,47.08,
A,Annual,JOR,Jordan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,13.32,32.53,36.37,
A,Annual,JPN,Japan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,91.27,95.78,95.66,
A,Annual,JPN,Japan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,87.22,94.82,95.93,
A,Annual,JPN,Japan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,89.34,95.34,95.79,
A,Annual,KAZ,Kazakhstan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,46.74,55.63,81.78,
A,Annual,KAZ,Kazakhstan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,46.73,51.88,73.62,
A,Annual,KAZ,Kazakhstan,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,46.74,53.87,77.93,
A,Annual,KEN,Kenya,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,66.99,74.68,73.76,
A,Annual,KEN,Kenya,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,72.23,83.74,81.56,
A,Annual,KEN,Kenya,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,69.44,78.96,77.56,
A,Annual,KGZ,Kyrgyz Republic,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,15.8,35.04,38.02,
A,Annual,KGZ,Kyrgyz Republic,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,14.29,37.22,40.94,
A,Annual,KGZ,Kyrgyz Republic,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,15.09,36.06,39.43,
A,Annual,KHM,Cambodia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,16.39,15.14,23.9,
A,Annual,KHM,Cambodia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,19.25,16.08,28.62,
A,Annual,KHM,Cambodia,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,17.65,15.57,26.08,
A,Annual,KOR,"Korea, Rep.",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,88.9,92.25,97.73,
A,Annual,KOR,"Korea, Rep.",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,87.19,92.47,98.13,
A,Annual,KOR,"Korea, Rep.",WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,88.07,92.36,97.94,
A,Annual,KWT,Kuwait,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),F,Female,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,55.98,67.44,,
A,Annual,KWT,Kuwait,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),M,Male,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,69.96,78.85,,
A,Annual,KWT,Kuwait,WB_GS_G20_T,Made or received digital payments in the past year (% age 15+),_T,Total,PT,Percentage,WB_GS,Gender Statistics,0,Units,A,Normal value,PU,Public,64.12,74.83,,
