STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLV,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,El Salvador,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,8.7772E8,9.2952E8,9.762E8,1.0097601E9,1.0494000000000001E9,1.13292E9,1.18612E9,1.26372E9,1.44232E9,1.66588E9,1.8841201E9,2.3282801E9,2.9416401E9,3.12796E9,3.4636399E9,3.5739599E9,3.4372002E9,3.3991891E9,3.5063478E9,3.6616834E9,3.8003686E9,3.7716632E9,3.9580458E9,4.18988E9,4.3722153E9,4.817542204E9,5.2523424E9,5.8133993E9,6.6802692E9,7.679384E9,8.9219471E9,9.5863278E9,1.02217059E10,1.09366699E10,1.1284197E10,1.17849277E10,1.22825336E10,1.26641903E10,1.32438922E10,1.37248109E10,1.4698E10,1.599989E10,1.701175E10,1.798689E10,1.760162E10,1.844792E10,2.028378E10,2.138615E10,2.199096E10,2.259347E10,2.343824E10,2.419143E10,2.497919E10,2.602085E10,2.688114E10,2.492119E10,2.904314E10,3.187012E10,3.3853940000000004E10,3.536496E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NCL,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,New Caledonia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,1.5959449246365508E8,1.6420653644516236E8,1.800367676488609E8,2.1550716256892997E8,2.6310884133841592E8,3.5881568407189184E8,4.139857785896558E8,5.0680899669466096E8,5.422933998626184E8,6.374034784924859E8,8.166521644002408E8,7.983135216898026E8,8.376201265585284E8,8.460046877580928E8,1.0472257235738628E9,1.1824639512181408E9,9.725641548151307E8,9.045998697258327E8,8.238578931631225E8,7.960661947385732E8,8.548208935771364E8,1.2013215137666707E9,1.4880931015027547E9,2.0727755081479635E9,2.185082938930778E9,2.5294404241664762E9,2.6537806720955467E9,2.923883281085792E9,2.8222437809754252E9,3.038728384866342E9,3.628440505141931E9,3.6069684359991674E9,3.291131281040994E9,3.5563048326810384E9,3.647802049809107E9,3.420032041073849E9,3.297734891146612E9,3.740056747719794E9,4.915353827105759E9,5.895008977953097E9,6.238629487013308E9,6.979155387867922E9,8.819917180342648E9,9.067619760070732E9,8.704438102201416E9,9.364350076912247E9,1.0351448004767365E10,9.659151917404844E9,1.0151382933159395E10,1.0635035594752802E10,8.738203074395699E9,8.724568954897991E9,9.17404868198577E9,9.896402283685873E9,9.475655324594954E9,9.454629467914082E9,1.0071349663848383E10,9.623318718314594E9,9.769167530357439E9,8.548919387126066E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNP,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Northern Mariana Islands,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.284E9,1.239E9,1.21E9,1.061E9,9.9E8,9.38E8,9.39E8,7.95E8,7.99E8,7.29E8,7.46E8,7.72E8,8.32E8,9.1E8,1.23E9,1.56E9,1.301E9,1.179E9,8.66E8,9.14E8,1.096E9,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVK,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Slovak Republic,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2915046978161505E10,1.4459924588947954E10,1.5699327209212057E10,1.6737973764347622E10,2.0428139755605648E10,2.618002222222222E10,2.8197790874524715E10,2.7844628979268154E10,2.9976207629488758E10,3.049627222513366E10,2.921572600477653E10,3.0726659550971695E10,3.524365839875457E10,4.661614911674108E10,5.721547507629861E10,6.254775314846378E10,7.075181344298813E10,8.658774951797243E10,1.0083006055290233E11,8.934298469752455E10,9.111216080076685E10,9.970510472343405E10,9.472439427805197E10,9.913427785034184E10,1.0171307559886238E11,8.917854871733238E10,9.034717322863564E10,9.597813073497664E10,1.0661167336483679E11,1.0584349830409395E11,1.0773260289644077E11,1.2051126591334302E11,1.1579297235820862E11,1.3357851842354353E11,1.4093407653237497E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BGR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Bulgaria,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,1.983923076923077E10,1.987E10,1.9342E10,1.6563666666666668E10,1.7594944444444447E10,1.7155421052631578E10,2.024929411764706E10,2.8101E10,2.255594117647059E10,2.1988444444444447E10,2.0632090909090908E10,7.6287384753766575E9,8.602887622638275E9,1.0832064941653982E10,9.709240033989729E9,1.8991484420359978E10,1.2294964837623463E10,1.131612737896127E10,1.5031055046757534E10,1.3637098579109041E10,1.324599027445809E10,1.4183446025738909E10,1.640304384982968E10,2.1144957990468067E10,2.6157743368871613E10,2.9868657858008186E10,3.438053649567393E10,4.443125712886183E10,5.448068418844424E10,5.2023801230120026E10,5.068905138243607E10,5.768129300697212E10,5.429705200223383E10,5.5819262374903885E10,5.708089701210772E10,5.076591815914758E10,5.392939703921061E10,5.916764738760604E10,6.609722626221906E10,6.8507731353911354E10,7.04868775464901E10,8.437461323336005E10,9.050615329367328E10,1.0219923138454156E11,1.133433557799852E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDG,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Madagascar,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6.730817247511678E8,6.991619445580972E8,7.392869075927778E8,7.593458637326667E8,8.024821837287778E8,8.335634729981E8,9.002645845908293E8,9.56436932101291E8,1.0316696373955349E9,1.0563910555961725E9,1.111859570882523E9,1.1995076310760274E9,1.3415906904136515E9,1.6530623350028615E9,1.9175081900468938E9,2.2830492153533945E9,2.181844178553396E9,2.358930406068901E9,2.6697551151093483E9,3.46356585381023E9,5.2018183477988205E9,4.759333998367463E9,4.784977325958034E9,4.686457031226905E9,3.9059384808611917E9,3.8025578948719015E9,4.347989788092567E9,3.2129005558090987E9,3.189456965048204E9,3.1756383326447086E9,3.9313348750137587E9,3.254713056021707E9,3.71496667833381E9,4.0632989192868047E9,3.5222270922283926E9,3.8381009037497377E9,4.931861038707632E9,4.26296541974998E9,4.401967632737184E9,4.2779037802913055E9,4.62924720384524E9,5.438332601907981E9,5.351701663408074E9,6.372498889665848E9,5.064732626293891E9,5.85926975261332E9,6.395712490943041E9,8.524620889577468E9,1.0725137723654873E10,9.616879409437893E9,9.98271133807029E9,1.1551819617874023E10,1.1578975061947945E10,1.242355545538532E10,1.2522957399228104E10,1.1323020701301685E10,1.1848613858441998E10,1.3176313593550934E10,1.3760033282292511E10,1.4104664678506332E10,1.3051441203947355E10,1.435473196432578E10,1.5325603272609709E10,1.5869945477850527E10,1.742050149012312E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TCA,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Turks and Caicos Islands,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.587448E8,3.667079E8,4.097536E8,4.855988E8,5.786458E8,7.218915E8,7.7349E8,8.62684E8,7.03176E8,6.86788E8,8.42941E8,8.32848E8,8.63328E8,9.56605E8,1.078274E9,1.202078E9,1.197958E9,1.314329E9,1.371838E9,9.18387E8,1.236459E9,1.434119E9,1.638653E9,1.745378E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Kyrgyz Republic,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.660202622910063E9,2.5422564243506937E9,2.315346942855001E9,2.026019252612406E9,1.6817808474109066E9,1.6611470352438788E9,1.8275705861678448E9,1.7678640357194295E9,1.6459637498314617E9,1.2490614870145676E9,1.3696884980677826E9,1.525116370279392E9,1.605643104730212E9,1.9190080904964125E9,2.211534585003399E9,2.4602467664140053E9,2.8341688894201913E9,3.802570552561046E9,5.139958909179356E9,4.690061380602529E9,4.794361863013527E9,6.197765984284684E9,6.605142884362147E9,7.335033800590564E9,7.468102412682374E9,6.678177511663131E9,6.813095379118702E9,7.70293837942036E9,8.271106235415524E9,9.371275264367346E9,8.270468614240511E9,9.249133946265314E9,1.2134931017946526E10,1.5180842369489408E10,1.7478259659262497E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Nepal,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,5.083344139650873E8,5.3195956162226015E8,5.740911011943824E8,4.969479044430329E8,4.9609877530864197E8,7.352670822942643E8,9.06811943824649E8,8.419740254626591E8,7.722313869148285E8,7.886419654320987E8,8.659753086419753E8,8.827654716049383E8,1.0240984003561875E9,9.721017249953681E8,1.2179535469760365E9,1.57578925446938E9,1.452788984862647E9,1.3824E9,1.6041624974594529E9,1.8512500083333333E9,1.9459165833333333E9,2.2755833166666665E9,2.395423741797618E9,2.447174803377913E9,2.5812073877970943E9,2.619913955515564E9,2.850782044043058E9,2.9572553795431495E9,3.487009748356382E9,3.5252257865869083E9,3.627560239489972E9,3.921476084890719E9,3.4012115812917595E9,3.6600416666666665E9,4.0667755102040815E9,4.401104417670683E9,4.52158038147139E9,4.918691916535157E9,4.856255044390637E9,5.03364238410596E9,5.494252207905025E9,6.00705504217687E9,6.050875806664032E9,6.330473096540709E9,7.273938314719876E9,8.13025837790964E9,9.043715355888098E9,1.032561801737897E10,1.2545438605395878E10,1.2854985464076431E10,1.6002656434474615E10,2.1573872420700806E10,2.170310087713089E10,2.2162204924572582E10,2.2731612922190636E10,2.436080128676381E10,2.4524109483529346E10,2.8971588940363995E10,3.311152523714897E10,3.418618069902548E10,3.343365930124655E10,3.692484139426049E10,4.118293960062086E10,4.104777233109943E10,4.291426828671092E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KWT,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Kuwait,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,1.828107502799552E9,1.9008958566629338E9,2.0716685330347145E9,2.0971991611203356E9,2.391199043520383E9,2.4415990233603907E9,2.662798934880426E9,2.769198892320443E9,2.87363885054446E9,3.8803921954068823E9,4.45053792533189E9,5.408804607312896E9,1.3006948296270523E10,1.202281162078667E10,1.3132252801937159E10,1.413740674050655E10,1.5503557496191643E10,2.474906392247961E10,2.8638868355919598E10,2.5058020338253494E10,2.1577153356419174E10,2.087108108015384E10,2.1700082752936886E10,2.1445970613759464E10,1.7903989745177998E10,2.2368704133666832E10,2.06903221528945E10,2.4313855653399323E10,1.842777777777778E10,1.1009993703147371E10,1.9858555214723927E10,2.3941391390728477E10,2.484848383838384E10,2.7186980646544792E10,3.1492373308751575E10,3.0350190704436146E10,2.594370578429957E10,3.0122365849251846E10,3.77187434800751E10,3.4889559869832596E10,3.813578841382759E10,4.787458223158799E10,5.943909060061079E10,8.079863013698631E10,1.0155733072342303E11,1.1463404336169223E11,1.4737973722975284E11,1.059686919054155E11,1.1541624524174216E11,1.5403923124585568E11,1.7404766268004114E11,1.7416811653484445E11,1.6265045068472452E11,1.1458555568851129E11,1.0940667412465208E11,1.2068753980550519E11,1.386463163507266E11,1.4085639486052875E11,1.1104547060571527E11,1.4835067148914444E11,1.8350204669387753E11,1.653844071162329E11,1.602272730533338E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KOR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,"Korea, Rep.",GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.973069306930693E9,2.427244760669179E9,2.826923076923077E9,4.0076923076923075E9,3.47678968158031E9,3.141131708313188E9,3.957064541392178E9,4.895076717999295E9,6.167109472428564E9,7.743940188950059E9,9.085001793558517E9,1.0005257131334663E10,1.0990490569725895E10,1.4067523813038555E10,1.9860929976698044E10,2.212603305785124E10,3.037107438016529E10,3.906446280991736E10,5.282479338842975E10,6.808388429752066E10,6.654797035061509E10,7.428736808734674E10,7.99213004466517E10,8.962120832233858E10,9.974964508859943E10,1.0376428128089009E11,1.199659607952404E11,1.522403936455063E11,2.054775306052224E11,2.542362431004394E11,2.9206422138898804E11,3.40851946803812E11,3.6692129182471857E11,4.0570530284644714E11,4.7918179421685944E11,5.862864694006652E11,6.311968637582815E11,5.89202526424141E11,3.9729721649218976E11,5.156970792890106E11,5.974871734791095E11,5.675648062354406E11,6.500143914702104E11,7.285164946842694E11,8.232511076388137E11,9.717403299838778E11,1.0951755385081859E12,1.2209119045930552E12,1.0915806925423395E12,9.830652424173604E11,1.1928300157376821E12,1.3071034772191016E12,1.3353435864376738E12,1.4346696865018389E12,1.5562524220204402E12,1.539212301135547E12,1.5791505189454392E12,1.7101967567131694E12,1.8242514543068289E12,1.751045752054627E12,1.744070276373339E12,1.9423135609659043E12,1.799363116866521E12,1.8448009343915447E12,1.875388209406803E12
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.177897283867911E10,2.271775121304509E10,2.3127900672493225E10,2.5478894502417587E10,2.8460826047023365E10,3.155533644911668E10,3.370228440004461E10,3.701691290337206E10,4.156781903817973E10,4.6228188357884E10,5.192937985935053E10,5.873817001252415E10,6.6728372393019714E10,8.229647203681084E10,1.2653419014574048E11,1.453607068144263E11,1.7932738080981238E11,2.0714147832028662E11,2.2236251111930075E11,2.7644093029179065E11,3.356796277862185E11,3.2778152799371893E11,3.6632211869162537E11,4.0099627904607996E11,4.188841278403402E11,4.5007429028029517E11,4.838343730883059E11,4.236095265063122E11,4.1079988701964404E11,4.125568443080386E11,5.574617087991443E11,3.77590606309415E11,3.873860925413217E11,3.41578917933426E11,3.59089803644475E11,4.0007020086333936E11,4.4348418893548315E11,4.6200853139500085E11,4.717493579052579E11,5.109699267740302E11,5.732418142444987E11,5.764098130396337E11,5.613559052000421E11,6.20751536900607E11,7.35137864066946E11,8.519992903445317E11,9.911209456938578E11,1.2041807772977312E12,1.4588390805648264E12,1.4105827476705273E12,1.6163774533695793E12,1.8948747071933389E12,2.0406828758004072E12,1.9169080147017505E12,1.9057952779025193E12,1.7666869559692976E12,1.8337193411255754E12,1.862132539942558E12,1.8615987480769775E12,1.8172207758564346E12,1.6524298264401887E12,1.9216032220074426E12,2.1416496361909753E12,2.0768202471449868E12,2.1898931274263813E12
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DEU,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Germany,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.461984588126076E10,9.655820404310281E10,1.0589543523434286E11,1.122325037440996E11,1.2333040466508583E11,1.3477468819116107E11,1.433042756839795E11,1.451006677726901E11,1.56527292653157E11,1.7773348632606015E11,2.166292299470956E11,2.5090094239669885E11,3.008999447954364E11,3.9983357116721545E11,4.469349716574711E11,4.924340949201049E11,5.2165871213298114E11,6.026983230859934E11,7.431828919182085E11,8.845742183331554E11,9.537724994620186E11,8.034047970575509E11,7.794216337551383E11,7.735079302949061E11,7.277677609786268E11,7.352187230932766E11,1.0500926245158965E12,1.3029323188248096E12,1.4063670163715334E12,1.404092925205451E12,1.7781621958600654E12,1.875792575132587E12,2.1413775829680652E12,2.078954217437596E12,2.2152826322767266E12,2.593053091306128E12,2.506576553158305E12,2.218790886532822E12,2.2477603645659663E12,2.2138734685868774E12,1.9669807011451023E12,1.9663814966417346E12,2.102350798305886E12,2.534715518349014E12,2.8523177680617837E12,2.893393187361866E12,3.046308753670584E12,3.484056680854913E12,3.808197720124999E12,3.4785455166835913E12,3.4670937696666733E12,3.8235758037937817E12,3.596483233406251E12,3.807023797050991E12,3.9648707357607705E12,3.425099578746092E12,3.536787895178997E12,3.7653516261058887E12,4.055433215301958E12,3.9598947940392095E12,3.941398957073941E12,4.3552519534107827E12,4.2010217064786157E12,4.562207532490276E12,4.685592577804687E12
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MHL,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Marshall Islands,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,8408486.0,9116810.0,9973652.0,1.1607366E7,1.5217532E7,1.6691301E7,1.8153647E7,2.0210069E7,2.220937E7,2.5545346E7,2.6710653E7,3.102E7,3.4918E7,4.1749E7,4.5144E7,4.3879E7,5.5989E7,6.2983E7,7.0688E7,7.2798E7,7.8476E7,8.2507E7,9.1063E7,9.9461E7,1.08071E8,1.2023E8,1.10858E8,1.098847E8,1.120701E8,1.133521E8,1.148385E8,1.224061E8,1.3196000000000001E8,1.311285E8,1.329E8,1.38E8,1.432E8,1.505E8,1.466E8,1.512E8,1.611E8,1.723E8,1.807E8,1.864E8,1.86E8,1.837E8,2.018E8,2.137E8,2.2E8,2.329E8,2.418E8,2.61245544433594E8,2.58723510742188E8,2.63761322021484E8,2.9010848999023396E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFW,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Western & Central Africa,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.1904805741683086E10,1.2707719290627302E10,1.3630588814303247E10,1.4468913698046656E10,1.5803564796411772E10,1.6920876929660698E10,1.803394766693496E10,1.6493541543816004E10,1.7022596883703707E10,1.9301191937147804E10,2.6696924213805527E10,2.4496786001807945E10,2.9489425515753838E10,3.689063323411257E10,4.9687223643239204E10,5.7280116275684685E10,6.8385552348168816E10,7.178949755219113E10,7.877808048956761E10,9.668106486418077E10,1.214459612529404E11,2.176065404872561E11,1.9626485355191754E11,1.5142143933409995E11,1.3137305851930794E11,1.380050666993899E11,1.0951777616010019E11,1.1264114882857404E11,1.1177032216992346E11,1.0457737205293166E11,1.2427782578669672E11,1.3079431551950331E11,1.254494326773919E11,1.3054712441366946E11,1.3535075601939337E11,2.0784386430860532E11,2.6356355614417612E11,2.764600236617455E11,2.971265027189374E11,1.401190713382848E11,1.4270016161007877E11,1.5071442691205615E11,1.8012918223086246E11,2.0864652735485083E11,2.5793929977171338E11,3.1651566794703546E11,4.0207736574058075E11,4.7094761649071906E11,5.742598087041211E11,5.1503710603565906E11,6.057943234335052E11,6.911334000133097E11,7.480300036568015E11,8.4418040159148E11,9.040719210080853E11,7.780220575974481E11,7.000281683352438E11,6.940513459372332E11,7.778403230233105E11,1.026996211935796E12,9.637846992939761E11,1.0266510040457875E12,1.0636491308769912E12,9.382383705141984E11,7.363849610615232E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Czechia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.101688180248427E10,3.007101428232181E10,3.505106544039618E10,4.115565403217508E10,4.818847833941289E10,6.057238131122834E10,6.780410532985574E10,6.253976516313023E10,6.718721732773255E10,6.558656260486213E10,6.217564223808475E10,6.813530446396412E10,8.260786960957402E10,1.0043592470488142E11,1.2014789998365746E11,1.3726418559609975E11,1.5623625838658853E11,1.9004070228691663E11,2.3650626475394952E11,2.0697188270471594E11,2.1116866728626968E11,2.3142937871731192E11,2.1036322308772824E11,2.1302436054111862E11,2.1091128507768277E11,1.891076985619188E11,1.9816065930393896E11,2.215635756962173E11,2.5199236076223602E11,2.5679420902876953E11,2.5110966060253552E11,2.9097271448231274E11,3.0183122832555554E11,3.450592956599111E11,3.4703406292847906E11
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SMR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,San Marino,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.766069106023811E8,1.0483162257047138E9,1.1094733678431773E9,1.0076613666695914E9,1.0595298123745558E9,1.1488720723855596E9,1.4625902665918593E9,1.7153405429880013E9,1.7865140582234387E9,1.9097651654313672E9,2.1886546283809714E9,2.403213305036011E9,2.0642771264146576E9,1.8811919253250325E9,1.8137174386913395E9,1.604701299435464E9,1.6787414751409466E9,1.6739114261725352E9,1.4194010705604265E9,1.4683431397432647E9,1.5286203463116832E9,1.655353653059344E9,1.616340692289368E9,1.5412482488072708E9,1.8556527861836789E9,1.8292118639476042E9,2.0275272278309956E9,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDV,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Maldives,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,1.9328038315789472E7,2.1566404016913317E7,2.517713752860412E7,3.0862041604010023E7,3.912017124681934E7,2.4540877604166668E7,2.239946710526316E7,2.0853788711516533E7,2.436910914158305E7,3.852336448598131E7,4.24635761589404E7,4.478145695364238E7,4.791134018347938E7,5.7829787234042555E7,1.0950354609929079E8,1.2719075795998873E8,1.418822542301776E8,1.4122302938306406E8,1.6851451337507114E8,1.8951443424399954E8,2.1504396984924623E8,2.4439676192333952E8,2.8487580903963387E8,3.2241783716197103E8,3.560149321364607E8,3.989889549702634E8,4.503823279524214E8,5.082236023789295E8,5.400963976210705E8,5.892397536108751E8,6.24337145284622E8,8.700316767987932E8,8.9703125E8,1.0521210546875E9,1.2268295625E9,1.1633624375E9,1.575200390625E9,1.8683834609375E9,2.2716461875E9,2.345294875E9,2.5881760546875E9,2.7743502400491767E9,2.886163997205307E9,3.2950092375010657E9,3.697353039200426E9,4.129505319129205E9,4.409942623855379E9,4.816426256529144E9,5.404344162698884E9,5.726094799377091E9,3.712604583366653E9,5.252457369552176E9,6.177123352262111E9,6.621008703957433E9,7.061608267254508E9
