STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GRD,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Grenada,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,7.149449518518518E7,8.832238629629628E7,1.0224436222222221E8,1.1090045703703703E8,1.1565191888888888E8,1.2543558999999999E8,1.3180355222222221E8,1.4553331074074072E8,1.6772845518518516E8,1.8758952259259257E8,2.150095696296296E8,2.363575237037037E8,2.673276422222222E8,2.780987629629629E8,3.007578888888889E8,3.101604444444444E8,3.098121851851852E8,3.251118148148148E8,3.421725185185185E8,3.669114444444444E8,3.921905925925926E8,4.4590359259259254E8,4.820093703703703E8,5.200443703703703E8,5.2044418518518513E8,5.403369259259259E8,5.910184074074074E8,5.991185925925926E8,6.955555555555555E8,6.987006666666666E8,7.586835925925926E8,8.25976037037037E8,7.712755555555555E8,7.710148148148147E8,7.786555555555555E8,7.998814814814814E8,8.426185185185184E8,9.114962962962962E8,9.970074074074073E8,1.0616407407407407E9,1.1256851851851852E9,1.1665148148148148E9,1.2134851851851852E9,1.043411111111111E9,1.122222222222222E9,1.2240074074074073E9,1.3364185185185184E9,1.3719185185185184E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BHR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Bahrain,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,3.915773640773641E8,4.2218156218670756E8,5.3408118368072814E8,7.611325451042215E8,1.0421768835182652E9,1.099107600505689E9,1.5817095189826062E9,1.989060283042709E9,2.2720429652112646E9,2.710160739187418E9,3.4938344680286546E9,3.9431095319148936E9,4.145421079787234E9,4.2470304680851064E9,4.440874566489362E9,4.152376484042553E9,3.4707468430851064E9,3.8569226941489363E9,4.20983417287234E9,4.393093962765958E9,4.809511005319149E9,5.248911170212766E9,5.402232446808511E9,5.913001063829787E9,6.330627925531915E9,6.651180851063829E9,6.938166755319149E9,7.219407712765958E9,7.031309042553191E9,7.528469148936171E9,9.062898936170212E9,8.97619680851064E9,9.593510638297873E9,1.1074813829787233E10,1.3150159574468084E10,1.596872340425532E10,1.850476063829787E10,2.173E10,2.571090425531915E10,2.2938218085106384E10,2.6805984042553192E10,2.991468085106383E10,3.196340425531915E10,3.3823324468085106E10,3.477252659574468E10,3.2523297872340424E10,3.388468085106383E10,3.720481382978723E10,3.956797872340426E10,4.04468085106383E10,3.5837632978723404E10,4.084021276595744E10,4.64581914893617E10,4.6192260638297874E10,4.7109734308510635E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FSM,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,"Micronesia, Fed. Sts.",GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,1.9885926E7,2.1783158E7,2.5100928E7,3.4821467E7,4.6095175E7,4.6119184E7,4.6813193E7,4.730556E7,5.3656834E7,6.0270778E7,6.4186644E7,7.6472529E7,8.0055706E7,8.4110353E7,8.4676118E7,1.01931941E8,1.1221E8,1.167E8,1.247E8,1.352E8,1.472E8,1.662E8,1.781E8,1.984E8,2.025E8,2.1993000335096902E8,2.1654599689712402E8,2.04397167480929E8,2.16520601071838E8,2.17198869130571E8,2.29616847556821E8,2.36387710833256E8,2.3765433583563298E8,2.40949861080731E8,2.35538109216531E8,2.45905050832081E8,2.48583534788766E8,2.52011254242462E8,2.5812473627852198E8,2.74654606935781E8,2.90638857061212E8,3.0679937553080404E8,3.22838077579294E8,3.1280858166295797E8,3.13994033967662E8,3.10175057802073E8,3.25E8,3.59E8,3.92E8,3.94E8,3.729027E8,3.916019E8,4.159569E8,4.414694E8,4.71425099488675E8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EST,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Estonia,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0130916822914E9,4.123011419741738E9,4.502970889063729E9,4.78601898816491E9,5.154420649233543E9,5.674080542885749E9,5.756912265758092E9,5.686579747535244E9,6.250218422701638E9,7.370119619478195E9,9.876595528455284E9,1.21485950310559E10,1.4109491356796417E10,1.7025671810312382E10,2.245026416643854E10,2.4342935403544746E10,1.9633984440122257E10,1.952435541903797E10,2.3303915794756855E10,2.3237406116398834E10,2.5451032780757328E10,2.7055689003003826E10,2.331184775093944E10,2.4561027787789555E10,2.746946191911887E10,3.122263274072468E10,3.1873748770031322E10,3.1820771493897366E10,3.720110117058467E10,3.822664174029003E10,4.1470344395108574E10,4.313041982934999E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEX,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Mexico,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.304E10,1.416E10,1.52E10,1.696E10,2.008E10,2.184E10,2.432E10,2.656E10,2.936E10,3.248E10,3.552E10,3.92E10,4.52E10,5.528E10,7.2E10,8.8E10,8.887592376507196E10,8.191201878350241E10,1.0264857029911714E11,1.3453190089892567E11,2.0557705546599277E11,2.637978278604936E11,1.846026116095174E11,1.5616700043299414E11,1.8423075410539362E11,1.952410694820767E11,1.3455603467299146E11,1.475425582088881E11,1.816111504967874E11,2.2140309826676956E11,2.6125367569283783E11,3.131396561457446E11,3.6315783292373444E11,5.301607636625426E11,5.536182479007395E11,3.801574698668494E11,4.321579450244281E11,5.2344953046425696E11,5.574611026306578E11,6.31249359702389E11,7.420613297491274E11,7.960645905491364E11,8.106661164019148E11,7.655499677032732E11,8.194592273750225E11,9.175718535291045E11,1.020265057882007E12,1.1023555549719478E12,1.1615534597151033E12,9.434374150246328E11,1.1054242387310928E12,1.2290137034167583E12,1.2551104248177866E12,1.3274362902826748E12,1.3645077176141343E12,1.2132944677168804E12,1.1122334974526975E12,1.190721475906E12,1.2563001828797263E12,1.304106203902452E12,1.1210647673084233E12,1.3165694666859507E12,1.466934724293064E12,1.7983175814868833E12,1.856365616165938E12
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UMC,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Upper middle income,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.6830117936472256E11,1.6592157924558517E11,1.6737965148748645E11,1.8397745334064764E11,2.1088304164576715E11,2.3590556316884793E11,2.6031679080105844E11,2.6355716769853775E11,2.78937183061184E11,3.130183498502273E11,3.4393528566962994E11,3.74392771386033E11,4.296462544328169E11,5.66427139124191E11,7.289560685506499E11,8.06608582683112E11,8.738619256680306E11,9.794271521177833E11,1.0792669385265334E12,1.2566259707185261E12,1.4719752003460217E12,1.5912699519817537E12,1.562915435872049E12,1.5287318733558875E12,1.61540094838379E12,1.6666328804355662E12,1.7108535699004526E12,1.7271331356241208E12,1.866029448988162E12,2.0658971653406023E12,2.410286900177048E12,2.335833216231813E12,2.496848264610527E12,2.7525814050194976E12,3.1002436956762715E12,3.5904527069349893E12,3.9693585936773594E12,4.2274849585652495E12,4.10156121502374E12,3.9940912369345522E12,4.3676118391801235E12,4.3724595903575703E12,4.407934527692619E12,4.915357805340903E12,5.800084346153385E12,6.895044898247152E12,8.134238729409143E12,1.0005758018034055E13,1.2105099178344395E13,1.2026144793149297E13,1.4696874253221059E13,1.7574300130715102E13,1.876540205080279E13,1.9960355834404723E13,2.073511785599703E13,1.9986614322858164E13,2.0085178332818887E13,2.2024556422932395E13,2.3578896359333086E13,2.3981611801327316E13,2.3243062185366055E13,2.7732726329893574E13,2.894072548018607E13,2.9939274216922277E13,3.0986054597959188E13
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRA,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Brazil,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.7030465539390615E10,1.7275940449383743E10,1.9231747851533188E10,2.328771287820023E10,2.0963733694974895E10,2.2465522884098793E10,2.828332373311135E10,3.108638919496098E10,3.3930457425261284E10,3.717164081858632E10,4.232766479369339E10,4.886983090178776E10,5.84348583748696E10,8.35922758629982E10,1.0979451972753831E11,1.2920355523882715E11,1.531689492082069E11,1.7634410140194095E11,2.002786461235813E11,2.2133820448022247E11,2.3739348989263696E11,2.5801517474864758E11,2.7131411376841696E11,1.896565063214308E11,1.8833997408658005E11,2.1087984463887735E11,2.5648085247112866E11,2.8305683689383826E11,3.0788193075226764E11,4.129908202874201E11,3.9072562600286566E11,3.4260923134278314E11,3.2818796087195056E11,3.6829577824509015E11,5.253698513537422E11,7.693333304115753E11,8.50426433004077E11,8.832064527951244E11,8.637110073254927E11,5.996420750044706E11,6.554481882593507E11,5.599837040941699E11,5.097952706851901E11,5.582337241647108E11,6.692893219445122E11,8.916338266254073E11,1.1076267111632285E12,1.3971142471888928E12,1.6958553917579614E12,1.6669962942521167E12,2.208838108484345E12,2.616156606579209E12,2.4652282937068604E12,2.472819362043738E12,2.456043766032383E12,1.8022119994564155E12,1.7956932659990378E12,2.0635146888057754E12,1.9169337083527053E12,1.8732881588386255E12,1.4761072921519543E12,1.6706474640629622E12,1.9519238320838743E12,2.1911318697060227E12,2.1858216489438604E12
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GUY,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Guyana,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.7021624112606385E8,1.8584953537616155E8,1.9494951262621844E8,1.7575789393859848E8,1.9477451306371734E8,2.1323529411764705E8,2.287058823529412E8,2.501764705882353E8,2.2975E8,2.493E8,2.678E8,2.8205E8,2.8538095238095236E8,3.0704761904761904E8,4.3395454545454544E8,4.947916666666667E8,4.5444E8,4.4988E8,5.0708E8,5.3044E8,6.032E8,5.703571071428572E8,4.82E8,4.893333333333333E8,4.376316052631579E8,4.534883720930233E8,5.0465113953488374E8,3.545918469387755E8,4.1379999E8,3.797793897058824E8,3.9658226329113925E8,3.485330948121646E8,3.7357314148681056E8,4.541013824884793E8,5.408749342010123E8,6.21626785915493E8,7.054060014245014E8,7.491380095645396E8,7.175306831695666E8,6.94754988258295E8,7.126678967275119E8,7.121674501628977E8,7.261314347153385E8,7.43063950317749E8,7.878143791838433E8,8.248805503439649E8,2.3798179906917953E9,2.730971595395737E9,3.0251874333363686E9,3.1656631527335134E9,3.4329125169242687E9,3.691384317521781E9,4.0630885357633057E9,4.16780092883553E9,4.127660151808702E9,4.2798401937046003E9,4.482697336561744E9,4.748174334140436E9,4.787636997853427E9,5.173760191846522E9,5.47125659472422E9,8.04136211031175E9,1.4718388489208633E10,1.6918503597122303E10,2.4662709832134293E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VUT,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Vanuatu,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,1.192588353355246E8,1.211854975692614E8,1.1378179582356022E8,1.1450191252286713E8,1.1738955419140585E8,1.4448251536833617E8,1.3185642070318395E8,1.2649893533564945E8,1.3946417354732406E8,1.5835136843314883E8,1.5401320211647508E8,1.6887920724414828E8,2.0133416905444124E8,2.09088824608438E8,2.0049185316784695E8,2.337013014904858E8,2.493332500825075E8,2.6137004448661375E8,2.727712091136618E8,2.6229341070833415E8,2.6800697269029635E8,2.720146278352617E8,2.579268817204301E8,2.6259653554902846E8,3.1447141300177616E8,3.64996869129618E8,3.949624330293678E8,4.393585865355876E8,5.163929225137279E8,5.907484294019016E8,5.926223191456639E8,6.707129796820383E8,7.70153588218833E8,7.478396977465929E8,7.583044662453394E8,7.73717010546445E8,7.596901809516537E8,8.04323576861028E8,8.800432843994074E8,9.147279081377933E8,9.365262676225132E8,9.09421043508407E8,9.503940065325141E8,1.0550313605735643E9,1.11586105572463E9,1.1179720342264168E9
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RWA,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Rwanda,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.19000024E8,1.22000016E8,1.25000008E8,1.28E8,1.29999994E8,1.4879998E8,1.2452570285714285E8,1.59560018E8,1.72200018E8,1.88700037E8,2.19900006E8,2.229525044060701E8,2.4645783833668095E8,2.9074615714592123E8,3.0845842318385434E8,5.718635002486583E8,6.377538531255201E8,7.466506130347943E8,9.057090764230299E8,1.1093461309526522E9,1.2547656415211585E9,1.4070625269152055E9,1.407243139254498E9,1.479687586942922E9,1.5874130839205956E9,1.7156263305947235E9,1.9447106838714795E9,2.1574326676159835E9,2.395492686781655E9,2.4050225930516543E9,2.5501856790810885E9,1.9116002366746132E9,2.029026961558941E9,1.9715257118351052E9,7.536363704545455E8,1.2935351934924753E9,1.382334879408122E9,1.8515581973108816E9,1.9893435461759439E9,2.157108262844525E9,2.068836754374305E9,1.9666007154984097E9,1.9660034684911726E9,2.1382372787382245E9,2.3764960670119786E9,2.933819766176559E9,3.3197845387334623E9,4.0705078946165586E9,5.179854064570328E9,5.674476969064441E9,6.124756654123457E9,6.884913658106317E9,7.654761050185872E9,7.819964030179366E9,8.238966124231147E9,8.543760199802085E9,8.695272057917976E9,9.252833891408709E9,9.637904520862831E9,1.0349300276762283E10,1.0174386856610067E10,1.1078787090156437E10,1.3316161002391228E10,1.433172270341337E10,1.4251642235096836E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TCD,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Chad,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3.135827281475742E8,3.339753361107222E8,3.576357134193201E8,3.717670021948862E8,3.922475177284819E8,4.169263033168722E8,4.327949216804892E8,4.498263226134528E8,4.539800962087106E8,4.716356215615988E8,4.6926673665067697E8,5.018667301489865E8,5.854275467982723E8,6.471994829825367E8,6.525327950848049E8,8.646021046796529E8,8.660449620162745E8,9.353604647013409E8,1.113920123767227E9,1.0043164963505077E9,1.0330024038530374E9,8.769375582737565E8,8.343698596630175E8,8.324158060100639E8,9.191037348769958E8,1.033069709331904E9,1.0678282458620746E9,1.1634268522044249E9,1.482597297988208E9,1.4336863120291424E9,1.7386055577631288E9,1.877137981757122E9,1.8818476696979368E9,1.463251163918803E9,1.1798379632221267E9,1.4459198945766084E9,1.607345355782984E9,1.5446895769271238E9,1.7447945312140133E9,1.5346735832487004E9,1.388506771587557E9,1.710843377001189E9,1.9970057088157554E9,2.7428150715743995E9,4.42285566082592E9,8.655892392929193E9,9.70962659613031E9,1.0865385131517208E10,1.3385593990337772E10,1.2317614053684097E10,1.4058506663725216E10,1.6685349673995655E10,1.789222856988605E10,1.7865316886331543E10,1.814433690371746E10,1.455959949950111E10,1.3026289835778894E10,1.3349041408715218E10,1.5327000248870071E10,1.4905517742845362E10,1.4932897821238722E10,1.6871937697585442E10,1.7828508289604942E10,1.8340233748880486E10,1.951881975128304E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Guinea,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,3.2202246078185134E9,3.594302908061642E9,4.203069035014268E9,5.152080387555722E9,5.691417541338714E9,6.102769605430008E9,6.762781870621103E9,6.914381290571162E9,8.087305999059702E9,8.877094497449707E9,9.746524915080706E9,9.646440666528643E9,1.1926032493430103E10,1.5129893722344883E10,1.8421497251176674E10,2.2787644565905888E10,2.9091303552380023E9,2.9767140190685163E9,3.4764803031227303E9,3.5460792629498672E9,3.888320665522181E9,4.396178694153499E9,4.789220416706413E9,4.781166116517895E9,4.932800406929736E9,5.3857041664334135E9,5.64124309976661E9,5.516916163094898E9,5.232118046371303E9,5.046806782547613E9,4.367458866715374E9,4.12552760322908E9,4.301608752513958E9,5.025167975263627E9,5.300767960515724E9,4.2824686369050093E9,4.2200198452634134E9,6.281918226344083E9,6.964179983172116E9,6.716905339731356E9,6.853467145530887E9,6.785137203331526E9,7.638044556846559E9,8.376613539282782E9,8.778473372821243E9,8.794201742846092E9,8.595955222497192E9,1.0324668271136229E10,1.185703036678909E10,1.344286149644542E10,1.408869374294638E10,1.7069115737825916E10,1.991045254192191E10,2.2407615556057053E10,2.5008678293408432E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TON,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Tonga,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,3.2506741720120434E7,3.0036416961994376E7,3.41393878908849E7,4.156747167219869E7,4.466700201207244E7,5.3260077431109086E7,6.2242013330268905E7,6.2068161071102545E7,6.0863963963963956E7,6.424835454146556E7,6.005866331447727E7,6.819585561497326E7,8.166713345469822E7,1.0665726736734171E8,1.0634485498609458E8,1.1356382157740392E8,1.3220114144686103E8,1.3706629055007052E8,1.384898843930636E8,1.9599098621420997E8,2.0887166574868202E8,2.221005763454826E8,2.14991452314998E8,1.915048927613941E8,1.9920871750191283E8,2.0484848780648512E8,1.8111723040654567E8,1.827642808285007E8,2.022465912155022E8,2.306780114219904E8,2.618238054332376E8,2.922327033067683E8,2.98519623342085E8,3.4443884433351785E8,3.124150284461126E8,3.6688737498969644E8,4.141438284944191E8,4.7112297130504346E8,4.517884982636135E8,4.409977380140776E8,4.37525514240726E8,4.2082826231792223E8,4.5997685026852924E8,4.935307830046304E8,5.0603123897993684E8,5.06571467895978E8,5.193063527870399E8,5.565145554008824E8,5.911397494428703E8,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NER,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Niger,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,4.495268732958902E8,4.857852309789874E8,5.3173659925046444E8,5.862948787446434E8,5.828163964044087E8,6.733835108128659E8,7.022960785931734E8,6.655868722744464E8,6.412142262094933E8,6.258679852737976E8,6.499166212429781E8,6.93573703630273E8,7.427796608186927E8,9.46385105193732E8,1.0261371108930883E9,1.0486909332102733E9,1.0645176012902489E9,1.29145804146193E9,1.7743655897081513E9,2.1092776656991236E9,2.5085247207189546E9,2.170893414388801E9,2.0176122159793472E9,1.8030995612004635E9,1.4612433261288204E9,1.4405816523985307E9,1.9040969983000925E9,2.233006104927759E9,2.2803561927627306E9,2.1795671143339124E9,3.512356507885992E9,3.2857968749712543E9,3.386232579225225E9,3.052673849251811E9,1.9380581752139935E9,2.302537562244061E9,2.4056869400463996E9,2.290318910206582E9,2.6433635189927177E9,2.537789820692951E9,2.2417531928115754E9,2.448714703966169E9,2.7821928786720395E9,3.394084732495433E9,3.7604437375379744E9,4.383315964587175E9,4.756361252379227E9,5.731485051790689E9,7.297600226005361E9,7.352131309733413E9,7.851192502309172E9,8.772950777791763E9,9.426912647591106E9,1.0224897437864824E10,1.0862943543541925E10,9.683867926442823E9,1.0398861981758308E10,1.118510425169431E10,1.2837307496882084E10,1.288955556122991E10,1.3744653103057987E10,1.4915002436069025E10,1.5433852712296335E10,1.6698786977589964E10,1.987612848578567E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JOR,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Jordan,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,5.99759760096096E8,6.579997368001053E8,6.31679747328101E8,5.611197755520898E8,6.988797204481119E8,6.395197441921023E8,6.781597287361085E8,7.884796846081262E8,9.437838397180518E8,1.1974839486854687E9,1.3630734977735527E9,1.7085212194600327E9,2.0967786021678457E9,2.6022085889570556E9,3.2713687806534743E9,3.91004447428044E9,4.383944702859582E9,4.681240992703381E9,4.9206921909556875E9,4.967162160404718E9,4.993601520430789E9,6.402050484904248E9,6.756209762482309E9,6.277451829053252E9,4.221373673804684E9,4.1600875078347235E9,4.344467193250948E9,5.310833193590049E9,5.606400221692687E9,6.236295978245313E9,6.72759703196347E9,6.927503526093089E9,7.2458392101551485E9,7.912270803949224E9,8.149929478138224E9,8.460789844851905E9,8.975814652819601E9,9.582510578279266E9,1.0195627644569817E10,1.1411706629055008E10,1.2588998589562765E10,1.5056981664315939E10,1.7110437235543018E10,2.2658715989330204E10,2.4537876056338028E10,2.7133804225352116E10,2.952414915492958E10,3.1634561690140846E10,3.445444014084507E10,3.684764352112676E10,3.8587017887323944E10,3.989255112676057E10,4.160843591549296E10,4.337086070422536E10,4.450300633802817E10,4.370038309859155E10,4.629610014084507E10,4.876496338028169E10,5.1088476338028175E10,5.335228957746479E10
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LDC,WB_WDI_NY_GDP_MKTP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,GDP (current US$),0,WB_WDI,PU,A,Annual,Least developed countries: UN classification,GDP (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.8083812111386383E10,2.936463053717012E10,3.1794976804832447E10,3.651931315789556E10,3.315018476674677E10,3.729515284175195E10,4.0642209234373375E10,4.131158192769557E10,4.4098255412444664E10,4.878846165814345E10,4.721810570690932E10,4.960771341266231E10,5.130582125454976E10,6.2437242595598076E10,7.776980698011386E10,9.363506250281761E10,8.625789621844452E10,9.494184828440169E10,1.117338819803682E11,1.2242837657084836E11,1.3571132890784274E11,1.387555072844914E11,1.4016485378931628E11,1.3844129108796176E11,1.406616496672534E11,1.5368495626684634E11,1.3383257808049135E11,1.4231343154714706E11,1.5620859427621985E11,1.676388838397351E11,1.926765547364063E11,2.0881755938157025E11,1.6522285838093567E11,1.7101092969439023E11,1.6773919711327966E11,1.7209083218769885E11,1.8156462403466217E11,1.8933994963789127E11,1.9221017584431754E11,1.9780514198057678E11,2.245639485932242E11,2.16585977130125E11,2.3899662251399384E11,2.7093935048597687E11,3.1179176090356964E11,3.706332965388897E11,4.307144248404126E11,5.172540812410535E11,6.355578866736749E11,6.281620849450355E11,7.112501477815662E11,8.101229641490203E11,8.495991555734706E11,9.246858679470272E11,9.933792124166812E11,9.460443699825555E11,9.526220867633923E11,1.0445042747900444E12,1.1163395198317983E12,1.1693661922536926E12,1.1797780776591902E12,1.3038989529613599E12,1.4742371067009104E12,1.4599669486079426E12,1.5362727278127087E12
